gridsat_timestamp_utc,gridsat_file,imerg_granule_filename,imerg_timestamp_utc,delta_minutes,download_url,product_collection,algorithm_version,format,primary_variable,units,spatial_resolution_deg,raw_grid_shape,nio_subgrid_shape,model_grid_shape,local_presence,local_path,file_size_bytes,sha256,pairing_status,spatial_compatibility,rejection_reason
2006-04-27T12:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.27.12.npz,3B-HHR.MS.MRG.3IMERG.20060427-S120000-E122959.0720.V07B.HDF5,2006-04-27T12:00:00Z,0.0,https://data.gesdisc.earthdata.nasa.gov/data/GPM_L3/GPM_3IMERGHH.07/2006/117/3B-HHR.MS.MRG.3IMERG.20060427-S120000-E122959.0720.V07B.HDF5,GPM_3IMERGHH.07,V07B,HDF5,/Grid/precipitation,mm/hr,0.1,"(1, 3600, 1800)","(400, 650)","(72, 116)",False,,,,EXACT_MATCH,NIO_SUBGRID_COMPATIBLE,NONE
2006-04-27T15:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.27.15.npz,3B-HHR.MS.MRG.3IMERG.20060427-S150000-E152959.0900.V07B.HDF5,2006-04-27T15:00:00Z,0.0,https://data.gesdisc.earthdata.nasa.gov/data/GPM_L3/GPM_3IMERGHH.07/2006/117/3B-HHR.MS.MRG.3IMERG.20060427-S150000-E152959.0900.V07B.HDF5,GPM_3IMERGHH.07,V07B,HDF5,/Grid/precipitation,mm/hr,0.1,"(1, 3600, 1800)","(400, 650)","(72, 116)",False,,,,EXACT_MATCH,NIO_SUBGRID_COMPATIBLE,NONE
2006-04-27T18:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.27.18.npz,3B-HHR.MS.MRG.3IMERG.20060427-S180000-E182959.1080.V07B.HDF5,2006-04-27T18:00:00Z,0.0,https://data.gesdisc.earthdata.nasa.gov/data/GPM_L3/GPM_3IMERGHH.07/2006/117/3B-HHR.MS.MRG.3IMERG.20060427-S180000-E182959.1080.V07B.HDF5,GPM_3IMERGHH.07,V07B,HDF5,/Grid/precipitation,mm/hr,0.1,"(1, 3600, 1800)","(400, 650)","(72, 116)",False,,,,EXACT_MATCH,NIO_SUBGRID_COMPATIBLE,NONE
2006-07-01T09:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.01.09.npz,3B-HHR.MS.MRG.3IMERG.20060701-S090000-E092959.0540.V07B.HDF5,2006-07-01T09:00:00Z,0.0,https://data.gesdisc.earthdata.nasa.gov/data/GPM_L3/GPM_3IMERGHH.07/2006/182/3B-HHR.MS.MRG.3IMERG.20060701-S090000-E092959.0540.V07B.HDF5,GPM_3IMERGHH.07,V07B,HDF5,/Grid/precipitation,mm/hr,0.1,"(1, 3600, 1800)","(400, 650)","(72, 116)",False,,,,EXACT_MATCH,NIO_SUBGRID_COMPATIBLE,NONE
2006-07-01T12:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.01.12.npz,3B-HHR.MS.MRG.3IMERG.20060701-S120000-E122959.0720.V07B.HDF5,2006-07-01T12:00:00Z,0.0,https://data.gesdisc.earthdata.nasa.gov/data/GPM_L3/GPM_3IMERGHH.07/2006/182/3B-HHR.MS.MRG.3IMERG.20060701-S120000-E122959.0720.V07B.HDF5,GPM_3IMERGHH.07,V07B,HDF5,/Grid/precipitation,mm/hr,0.1,"(1, 3600, 1800)","(400, 650)","(72, 116)",False,,,,EXACT_MATCH,NIO_SUBGRID_COMPATIBLE,NONE
2006-07-01T15:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.01.15.npz,3B-HHR.MS.MRG.3IMERG.20060701-S150000-E152959.0900.V07B.HDF5,2006-07-01T15:00:00Z,0.0,https://data.gesdisc.earthdata.nasa.gov/data/GPM_L3/GPM_3IMERGHH.07/2006/182/3B-HHR.MS.MRG.3IMERG.20060701-S150000-E152959.0900.V07B.HDF5,GPM_3IMERGHH.07,V07B,HDF5,/Grid/precipitation,mm/hr,0.1,"(1, 3600, 1800)","(400, 650)","(72, 116)",False,,,,EXACT_MATCH,NIO_SUBGRID_COMPATIBLE,NONE
2006-07-01T18:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.01.18.npz,3B-HHR.MS.MRG.3IMERG.20060701-S180000-E182959.1080.V07B.HDF5,2006-07-01T18:00:00Z,0.0,https://data.gesdisc.earthdata.nasa.gov/data/GPM_L3/GPM_3IMERGHH.07/2006/182/3B-HHR.MS.MRG.3IMERG.20060701-S180000-E182959.1080.V07B.HDF5,GPM_3IMERGHH.07,V07B,HDF5,/Grid/precipitation,mm/hr,0.1,"(1, 3600, 1800)","(400, 650)","(72, 116)",False,,,,EXACT_MATCH,NIO_SUBGRID_COMPATIBLE,NONE
2006-07-01T21:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.01.21.npz,3B-HHR.MS.MRG.3IMERG.20060701-S210000-E212959.1260.V07B.HDF5,2006-07-01T21:00:00Z,0.0,https://data.gesdisc.earthdata.nasa.gov/data/GPM_L3/GPM_3IMERGHH.07/2006/182/3B-HHR.MS.MRG.3IMERG.20060701-S210000-E212959.1260.V07B.HDF5,GPM_3IMERGHH.07,V07B,HDF5,/Grid/precipitation,mm/hr,0.1,"(1, 3600, 1800)","(400, 650)","(72, 116)",False,,,,EXACT_MATCH,NIO_SUBGRID_COMPATIBLE,NONE
2006-07-02T00:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.02.00.npz,3B-HHR.MS.MRG.3IMERG.20060702-S000000-E002959.0000.V07B.HDF5,2006-07-02T00:00:00Z,0.0,https://data.gesdisc.earthdata.nasa.gov/data/GPM_L3/GPM_3IMERGHH.07/2006/183/3B-HHR.MS.MRG.3IMERG.20060702-S000000-E002959.0000.V07B.HDF5,GPM_3IMERGHH.07,V07B,HDF5,/Grid/precipitation,mm/hr,0.1,"(1, 3600, 1800)","(400, 650)","(72, 116)",False,,,,EXACT_MATCH,NIO_SUBGRID_COMPATIBLE,NONE
2006-07-02T03:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.02.03.npz,3B-HHR.MS.MRG.3IMERG.20060702-S030000-E032959.0180.V07B.HDF5,2006-07-02T03:00:00Z,0.0,https://data.gesdisc.earthdata.nasa.gov/data/GPM_L3/GPM_3IMERGHH.07/2006/183/3B-HHR.MS.MRG.3IMERG.20060702-S030000-E032959.0180.V07B.HDF5,GPM_3IMERGHH.07,V07B,HDF5,/Grid/precipitation,mm/hr,0.1,"(1, 3600, 1800)","(400, 650)","(72, 116)",False,,,,EXACT_MATCH,NIO_SUBGRID_COMPATIBLE,NONE
