sample_id,storm_id,t0_utc,gridsat_spatial_mean,imerg_spatial_mean,gate_median,gate_p10,gate_p90,spatial_variance
NIO_2021_JAWAD_20211202_1800Z,NIO_2021_JAWAD,2021-12-02T18:00:00Z,0.4970761835575104,0.5029238164424896,0.49858930706977844,0.4348132610321045,0.5600029826164246,0.004415035247802734
NIO_2021_JAWAD_20211203_0000Z,NIO_2021_JAWAD,2021-12-03T00:00:00Z,0.49702543020248413,0.5029745697975159,0.4982738196849823,0.43627992272377014,0.558284342288971,0.004171548876911402
NIO_2021_JAWAD_20211203_0300Z,NIO_2021_JAWAD,2021-12-03T03:00:00Z,0.49695825576782227,0.5030417442321777,0.49820786714553833,0.43744179606437683,0.5561224222183228,0.0039017442613840103
NIO_2021_JAWAD_20211203_0600Z,NIO_2021_JAWAD,2021-12-03T06:00:00Z,0.49679648876190186,0.5032035112380981,0.4980837106704712,0.43816816806793213,0.5545070171356201,0.0035671526566147804
NIO_2021_JAWAD_20211203_1200Z,NIO_2021_JAWAD,2021-12-03T12:00:00Z,0.49693986773490906,0.5030601322650909,0.49805453419685364,0.43908417224884033,0.553885281085968,0.003211213508620858
NIO_2021_JAWAD_20211203_1800Z,NIO_2021_JAWAD,2021-12-03T18:00:00Z,0.49709343910217285,0.5029065608978271,0.4982360005378723,0.43868720531463623,0.5538138747215271,0.0026315695140510798
NIO_2021_SHAHEEN_20210930_0000Z,NIO_2021_SHAHEEN,2021-09-30T00:00:00Z,0.49739328026771545,0.5026067197322845,0.49833035469055176,0.42682021856307983,0.5711768269538879,0.004876984283328056
NIO_2021_SHAHEEN_20210930_0600Z,NIO_2021_SHAHEEN,2021-09-30T06:00:00Z,0.49715733528137207,0.5028426647186279,0.49826955795288086,0.43226540088653564,0.5631340146064758,0.004165543708950281
NIO_2021_SHAHEEN_20210930_1200Z,NIO_2021_SHAHEEN,2021-09-30T12:00:00Z,0.4977884888648987,0.5022115111351013,0.4982905685901642,0.4283127784729004,0.5696877241134644,0.0041689262725412846
NIO_2021_SHAHEEN_20210930_1800Z,NIO_2021_SHAHEEN,2021-09-30T18:00:00Z,0.49776574969291687,0.5022342503070831,0.4984382390975952,0.42824313044548035,0.568947970867157,0.003882237710058689
NIO_2021_SHAHEEN_20211001_0000Z,NIO_2021_SHAHEEN,2021-10-01T00:00:00Z,0.49736231565475464,0.5026376843452454,0.49834224581718445,0.4264135956764221,0.5705416202545166,0.0045426688157022
NIO_2021_SHAHEEN_20211001_0300Z,NIO_2021_SHAHEEN,2021-10-01T03:00:00Z,0.49692702293395996,0.50307297706604,0.49830377101898193,0.42926353216171265,0.5662236213684082,0.004744388163089752
NIO_2021_SHAHEEN_20211001_0600Z,NIO_2021_SHAHEEN,2021-10-01T06:00:00Z,0.49648723006248474,0.5035127699375153,0.4984167218208313,0.43069377541542053,0.5631646513938904,0.00472717359662056
NIO_2021_SHAHEEN_20211001_0900Z,NIO_2021_SHAHEEN,2021-10-01T09:00:00Z,0.49686962366104126,0.5031303763389587,0.49856656789779663,0.4288056790828705,0.567010760307312,0.005308686289936304
NIO_2021_SHAHEEN_20211001_1200Z,NIO_2021_SHAHEEN,2021-10-01T12:00:00Z,0.4971531331539154,0.5028468668460846,0.4985939562320709,0.425412118434906,0.571324348449707,0.005662519484758377
NIO_2021_SHAHEEN_20211001_1500Z,NIO_2021_SHAHEEN,2021-10-01T15:00:00Z,0.49729153513908386,0.5027084648609161,0.49867019057273865,0.4236539304256439,0.5731748342514038,0.005682708229869604
NIO_2021_SHAHEEN_20211001_1800Z,NIO_2021_SHAHEEN,2021-10-01T18:00:00Z,0.4974892735481262,0.5025107264518738,0.4988582134246826,0.42300090193748474,0.573712170124054,0.005452964920550585
NIO_2021_SHAHEEN_20211001_2100Z,NIO_2021_SHAHEEN,2021-10-01T21:00:00Z,0.4975302517414093,0.5024697482585907,0.49892282485961914,0.42165106534957886,0.5751239657402039,0.005221247207373381
NIO_2021_SHAHEEN_20211002_0000Z,NIO_2021_SHAHEEN,2021-10-02T00:00:00Z,0.4975567162036896,0.5024432837963104,0.49879592657089233,0.4214992821216583,0.5757947564125061,0.005116332788020372
NIO_2021_SHAHEEN_20211002_0300Z,NIO_2021_SHAHEEN,2021-10-02T03:00:00Z,0.4973646402359009,0.5026353597640991,0.4985855221748352,0.42577245831489563,0.5703996419906616,0.0044294619001448154
NIO_2021_SHAHEEN_20211002_0600Z,NIO_2021_SHAHEEN,2021-10-02T06:00:00Z,0.4974237084388733,0.5025762915611267,0.4986417889595032,0.42890632152557373,0.5666263699531555,0.003914416301995516
NIO_2021_TAUKTAE_20210514_0600Z,NIO_2021_TAUKTAE,2021-05-14T06:00:00Z,0.49507588148117065,0.5049241185188293,0.497660756111145,0.40879949927330017,0.5847309827804565,0.009370443411171436
NIO_2021_TAUKTAE_20210514_0900Z,NIO_2021_TAUKTAE,2021-05-14T09:00:00Z,0.49572041630744934,0.5042795836925507,0.4981888234615326,0.4065791964530945,0.5882585048675537,0.009696763940155506
NIO_2021_TAUKTAE_20210514_1200Z,NIO_2021_TAUKTAE,2021-05-14T12:00:00Z,0.4961155354976654,0.5038844645023346,0.49845966696739197,0.40315842628479004,0.5910930633544922,0.010110441595315933
NIO_2021_TAUKTAE_20210514_1800Z,NIO_2021_TAUKTAE,2021-05-14T18:00:00Z,0.49620428681373596,0.503795713186264,0.4985705614089966,0.4041476547718048,0.5904214382171631,0.01101145800203085
NIO_2021_TAUKTAE_20210514_2100Z,NIO_2021_TAUKTAE,2021-05-14T21:00:00Z,0.4964633584022522,0.5035366415977478,0.4985579550266266,0.404771089553833,0.5903291702270508,0.011458796449005604
NIO_2021_TAUKTAE_20210515_0000Z,NIO_2021_TAUKTAE,2021-05-15T00:00:00Z,0.4963076114654541,0.5036923885345459,0.49838346242904663,0.4078153371810913,0.5869609713554382,0.011637185700237751
NIO_2021_TAUKTAE_20210515_0300Z,NIO_2021_TAUKTAE,2021-05-15T03:00:00Z,0.49575507640838623,0.5042449235916138,0.4980660676956177,0.4164571762084961,0.5787292718887329,0.011232845485210419
